lat,lon,full_address
54.486143,36.245772,"61, улица Ромодановские Дворики, Ромодановские дворики, Ленинский округ, Ромоданово, Калуга, городской округ Калуга, Калужская область, Центральный федеральный округ, 248033, Россия"
54.530347,36.016280,"9, Шахтёрская улица, Ленинский округ, Куровской, Калуга, городской округ Калуга, Калужская область, Центральный федеральный округ, 249850, Россия"
54.469556,35.968984,"1, Сельская улица, Кумовское, Бабынинский муниципальный округ, Калужская область, Центральный федеральный округ, Россия"
55.146241,37.410622,"Дорожная улица, Чехов, муниципальный округ Чехов, Московская область, Центральный федеральный округ, 142305, Россия"
56.995868,41.410462,"Васильевская улица, Дунилово, Введенское сельское поселение, Шуйский район, Ивановская область, Центральный федеральный округ, Россия"
56.596410,39.708325,"Колокольня церкви Воскресения Христова, Городище, Юрьев-Польский муниципальный округ, Владимирская область, Центральный федеральный округ, 601809, Россия"
56.600916,39.786954,"Церковь Михаила Архангела, «Юрьев-Польский — Тейково» — Энтузиаст — Кубаево, Энтузиаст, Юрьев-Польский муниципальный округ, Владимирская область, Центральный федеральный округ, Россия"
52.386957,39.043198,"42К-233, Задонск, Задонский муниципальный округ, Липецкая область, Центральный федеральный округ, Россия"
54.460240,37.856558,"Советская улица, Денисово, Ревякинское сельское поселение, Ясногорский район, Тульская область, Центральный федеральный округ, Россия"
54.787152,36.433283,"29Н-282, Дольское, Прудки, Малоярославецкий муниципальный округ, Калужская область, Центральный федеральный округ, 249083, Россия"
57.251407,37.046976,"Церковь Преображения Господня, Ильинское — Печетово — Скорнево, Лосево, Кимрский муниципальный округ, Тверская область, Центральный федеральный округ, Россия"
57.766109,36.734732,"Церковь Благовещения Пресвятой Богородицы, Новая Деревня — Княжево, Княжево, Бежецкий муниципальный округ, Тверская область, Центральный федеральный округ, 171988, Россия"
53.441104,39.176383,"61К-024, Воейково, Милославский муниципальный округ, Рязанская область, Центральный федеральный округ, 391785, Россия"
55.453922,49.961382,"Масловское сельское поселение, Рыбно-Слободский район, Татарстан, Приволжский федеральный округ, 422647, Россия"
54.784383,43.985392,"Нелей — Елховка, Нелей, Муниципальный округ город Первомайск, Нижегородская область, Приволжский федеральный округ, 607743, Россия"
58.916730,36.522457,"Порослово, Устюженский муниципальный округ, Вологодская область, Северо-Западный федеральный округ, Россия"
54.491435,37.122618,"Алексин, городской округ Алексин, Тульская область, Центральный федеральный округ, 301360, Россия"
56.526163,37.600851,"4А, улица Забырина, Вербилки, Талдомский городской округ, Московская область, Центральный федеральный округ, 141930, Россия"
56.819442,37.207169,"28Н-0739, Ларцево, Губин Угол, Кимрский муниципальный округ, Тверская область, Центральный федеральный округ, 171533, Россия"
56.934317,37.450951,"Кимры — Каюрово — Селищи, Каюрово, Кимрский муниципальный округ, Тверская область, Центральный федеральный округ, Россия"
56.919517,37.060442,"Центральная улица, Кучино, Кимрский муниципальный округ, Тверская область, Центральный федеральный округ, Россия"
54.768616,37.997501,"Центральная улица, Богословское, Иваньковское сельское поселение, Ясногорский район, Тульская область, Центральный федеральный округ, Россия"
56.897314,36.051602,"6, Садовая улица, Сахарово, Заволжский район, городской округ Тверь, Тверская область, Центральный федеральный округ, 170904, Россия"
56.827655,35.587466,"Административный переулок, Большие Борки, Калининский муниципальный округ, Тверская область, Центральный федеральный округ, 170503, Россия"
54.589873,34.889605,"14, Центральная улица, Раменский, Мосальский муниципальный округ, Калужская область, Центральный федеральный округ, Россия"
54.488042,34.960038,"3, улица СПТУ-31, Мосальск, Мосальский муниципальный округ, Калужская область, Центральный федеральный округ, 249930, Россия"
54.315008,35.272200,"40, улица Чернышевского, Мещовск, Мещовский муниципальный округ, Калужская область, Центральный федеральный округ, 249240, Россия"
54.288377,38.305072,"Гати, Венёвский муниципальный округ, Тульская область, Центральный федеральный округ, Россия"
53.121207,37.966140,"70К-138, Пожилино, Ефремовский муниципальный округ, Тульская область, Центральный федеральный округ, Россия"
53.144946,38.108393,"38, улица Ленина, Ефремов, Ефремовский муниципальный округ, Тульская область, Центральный федеральный округ, 301848, Россия"
53.482473,37.840820,"Панарино, Воловский муниципальный округ, Тульская область, Центральный федеральный округ, Россия"
53.547572,37.721910,"Большое Огарево, Волчье-Дубравское сельское поселение, Тёпло-Огарёвский район, Тульская область, Центральный федеральный округ, Россия"
53.759588,37.990488,"70К-062, Черняевка, Иевлевское сельское поселение, Богородицкий район, Тульская область, Центральный федеральный округ, Россия"
54.421949,37.909433,"Бураково, Ревякинское сельское поселение, Ясногорский район, Тульская область, Центральный федеральный округ, 301055, Россия"
54.173785,36.533863,"Глубоковский, Северо-Западное сельское поселение, Суворовский район, Тульская область, Центральный федеральный округ, 301402, Россия"
54.157289,36.459870,"2, улица Победы, Шахтёрский, Северо-Западное сельское поселение, Суворовский район, Тульская область, Центральный федеральный округ, 301402, Россия"
54.195058,35.688178,"8, Школьная улица, Плюсково, Козельский муниципальный округ, Калужская область, Центральный федеральный округ, Россия"
57.400690,37.326645,"Давыдово, Кашинский муниципальный округ, Тверская область, Центральный федеральный округ, Россия"
54.493515,37.122552,"20, улица Болотова, Заречье, Алексин, городской округ Алексин, Тульская область, Центральный федеральный округ, 301367, Россия"
57.037651,34.946973,"4, 3-й переулок Бакунина, городской округ Торжок, Тверская область, Центральный федеральный округ, 172002, Россия"
55.700702,36.817852,"Луцинское шоссе, Звенигород, Одинцовский городской округ, Московская область, Центральный федеральный округ, 143180, Россия"
55.930679,42.025073,"Михальчугово, Селивановский муниципальный округ, Владимирская область, Центральный федеральный округ, Россия"
55.774435,41.881665,"17Н-48, Талызино, городской округ Муром, Владимирская область, Центральный федеральный округ, Россия"
55.987829,42.098995,"Пригорево, Сергиевы-Горки, Паустовское сельское поселение, Вязниковский район, Владимирская область, Центральный федеральный округ, 601434, Россия"
55.985783,42.102680,"Пригорево, Сергиевы-Горки, Паустовское сельское поселение, Вязниковский район, Владимирская область, Центральный федеральный округ, 601434, Россия"
56.255917,33.494743,"28Н-1161, Бобровка, Оленинский муниципальный округ, Тверская область, Центральный федеральный округ, Россия"
56.159990,33.543357,"28Н-1144, Холмина, Оленинский муниципальный округ, Тверская область, Центральный федеральный округ, Россия"
54.328897,38.377034,"Поветкино, Венёвский муниципальный округ, Тульская область, Центральный федеральный округ, Россия"
54.328137,38.032068,"«Золотое кольцо», Венев-Монастырь, Венёвский муниципальный округ, Тульская область, Центральный федеральный округ, Россия"
53.476906,38.040463,"99, 70К-094, Луневка, Становая, Воловский муниципальный округ, Тульская область, Центральный федеральный округ, Россия"
53.411276,38.295149,"Моховое, Куркинский муниципальный округ, Тульская область, Центральный федеральный округ, Россия"
54.015598,38.160302,"117, Новая улица, Пашково, Каменецкое сельское поселение, Узловский район, Тульская область, Центральный федеральный округ, 301603, Россия"
53.165409,38.306932,"Кытино, Ефремовский муниципальный округ, Тульская область, Центральный федеральный округ, Россия"
53.441715,39.176594,"61К-024, Воейково, Милославский муниципальный округ, Рязанская область, Центральный федеральный округ, 391785, Россия"
53.641489,38.768376,"Куликовка, Епифанское сельское поселение, Кимовский район, Тульская область, Центральный федеральный округ, 301745, Россия"
53.844064,38.915818,"Нагиши, Скопинский муниципальный округ, Рязанская область, Центральный федеральный округ, Россия"
54.005696,39.423164,"61К-076, Семенск, Пронский муниципальный округ, Рязанская область, Центральный федеральный округ, Россия"
53.904945,39.630395,"Рождествено, Скопинский муниципальный округ, Рязанская область, Центральный федеральный округ, 391800, Россия"
53.954164,39.588886,"61Н-578, Деменьшино, Моховое, Скопинский муниципальный округ, Рязанская область, Центральный федеральный округ, 391800, Россия"
56.447491,38.707569,"6, Совхозная улица, Бакшеево, Александровский муниципальный округ, Владимирская область, Центральный федеральный округ, 601657, Россия"
53.899196,39.403588,"Казинка, Скопинский муниципальный округ, Рязанская область, Центральный федеральный округ, 391820, Россия"
53.807462,39.715538,"Новое, Скопинский муниципальный округ, Рязанская область, Центральный федеральный округ, 391800, Россия"
53.714288,39.765048,"Городецкое, Скопинский муниципальный округ, Рязанская область, Центральный федеральный округ, 391852, Россия"
53.917999,39.519473,"34, Молодёжная улица, Гремячка, Скопинский муниципальный округ, Рязанская область, Центральный федеральный округ, 391832, Россия"
53.645744,40.292278,"61Н-415, Турово, Ряжский муниципальный округ, Рязанская область, Центральный федеральный округ, 391987, Россия"
54.064998,39.150121,"посёлок центрального отделения совхоза имени Ильича, Михайловский муниципальный округ, Рязанская область, Центральный федеральный округ, Россия"
53.657958,40.407738,"Лесная улица, Лубянки, Ухоловский муниципальный округ, Рязанская область, Центральный федеральный округ, 391931, Россия"
53.864095,40.739927,"Сапожок — Чёрная Речка, Чёрная Речка, Сапожковский муниципальный округ, Рязанская область, Центральный федеральный округ, 391957, Россия"
54.434458,41.115671,"138, Центральная улица, Инякино, Инякинское сельское поселение, Шиловский район, Рязанская область, Центральный федеральный округ, 391537, Россия"
53.890034,39.307725,"Березняги, Скопинский муниципальный округ, Рязанская область, Центральный федеральный округ, 391821, Россия"
56.393434,39.555994,"5, улица Мира, Бавлены, Кольчугинский муниципальный округ, Владимирская область, Центральный федеральный округ, Россия"
56.271376,39.084462,"19, Центральная улица, Афанасово, Киржачский муниципальный округ, Владимирская область, Центральный федеральный округ, Россия"
54.118539,40.965155,"Путятинский муниципальный округ, Рязанская область, Центральный федеральный округ, Россия"
55.575864,36.612357,"СНТ «Кедр», Одинцовский городской округ, Московская область, Центральный федеральный округ, 143088, Россия"
54.835278,37.612500,"5А, улица Академика Франка, Пущино, городской округ Серпухов, Московская область, Центральный федеральный округ, 142290, Россия"
54.753988,37.216883,"3, Речная улица, Строитель, Тарусский муниципальный округ, Калужская область, Центральный федеральный округ, 249810, Россия"
55.867128,37.305237,"Конная улица, Отрадное, городской округ Красногорск, Московская область, Центральный федеральный округ, 143442, Россия"
54.746318,37.197530,"1, Окская улица, Строитель, Игнатовское, Тарусский муниципальный округ, Калужская область, Центральный федеральный округ, 249810, Россия"
56.785833,36.330833,"Каблуково — Заборовье — турбаза «Лисицкий Бор», Калининский муниципальный округ, Тверская область, Центральный федеральный округ, 170535, Россия"
55.440581,36.619213,"46К-3190, Наро-Фоминский городской округ, Московская область, Центральный федеральный округ, 143320, Россия"
55.600260,36.555887,"46Н-07199, посёлок пансионата «Полушкино», Рузский муниципальный округ, Московская область, Центральный федеральный округ, 143130, Россия"
55.930032,40.903902,"22, Парковая улица, Муромцево, Судогодский муниципальный округ, Владимирская область, Центральный федеральный округ, 601384, Россия"
55.032176,36.395565,"Центральная улица, Панское, Малоярославецкий муниципальный округ, Калужская область, Центральный федеральный округ, 249064, Россия"
55.362539,37.410228,"Краснопахорский район, Москва, Центральный федеральный округ, 142145, Россия"
55.580886,37.556237,"Лыжная трасса Альфа-Битца, район Северное Бутово, Москва, Центральный федеральный округ, 117463, Россия"
56.238938,37.401087,"46Н-01050, Дмитровский муниципальный округ, Московская область, Центральный федеральный округ, Россия"
55.695269,36.704292,"Луцинское шоссе, посёлок Биостанции, Одинцовский городской округ, Московская область, Центральный федеральный округ, 143180, Россия"
55.941281,37.537580,"165, Долгопрудная аллея, район Северный, Москва, Центральный федеральный округ, 141700, Россия"
55.669018,36.874409,"Кобяково, Одинцовский городской округ, Московская область, Центральный федеральный округ, 143069, Россия"
55.949596,38.086596,"Фабричная улица, Гребнево, городской округ Щёлково, Московская область, Центральный федеральный округ, 141196, Россия"
54.564573,35.524399,"29Н-497, Юхновский муниципальный округ, Калужская область, Центральный федеральный округ, Россия"
57.260022,37.796477,"Калязинский муниципальный округ, Тверская область, Центральный федеральный округ, 171573, Россия"
56.391793,36.898699,"7, 46К-0260, Зубово, городской округ Клин, Московская область, Центральный федеральный округ, 141641, Россия"
55.615880,36.178021,"Костино, Рузский муниципальный округ, Московская область, Центральный федеральный округ, Россия"
54.879835,38.256272,"Посадская улица, Кременье, городской округ Ступино, Московская область, Центральный федеральный округ, 142811, Россия"
54.876699,38.327501,"Возцы, городской округ Ступино, Московская область, Центральный федеральный округ, 142942, Россия"
55.575506,36.613011,"СНТ «Кедр», Одинцовский городской округ, Московская область, Центральный федеральный округ, 143088, Россия"
55.418510,36.802418,"посёлок дома отдыха Бекасово, Наро-Фоминский городской округ, Московская область, Центральный федеральный округ, 143380, Россия"
55.037894,37.793328,"городской округ Ступино, Московская область, Центральный федеральный округ, 142833, Россия"
55.442313,37.361084,"1 с1, Лесная, Краснопахорский район, район Троицк, Москва, Центральный федеральный округ, 108825, Россия"
55.580510,36.023123,"46Н-05567, Гавшино, Можайский муниципальный округ, Московская область, Центральный федеральный округ, 143213, Россия"
55.133691,37.595374,"Восточная улица, Васькино, муниципальный округ Чехов, Московская область, Центральный федеральный округ, 142326, Россия"
55.774522,38.899946,"46К-7060, Орехово-Зуевский городской округ, Московская область, Центральный федеральный округ, 142632, Россия"
55.654112,34.941432,"Центральная улица, Пречистое, Гагаринский муниципальный округ, Смоленская область, Центральный федеральный округ, 215034, Россия"
56.259250,37.249088,"46Н-01098, Подъячево, Дмитровский муниципальный округ, Московская область, Центральный федеральный округ, 141892, Россия"
56.150050,37.294064,"Поповка, Дмитровский муниципальный округ, Московская область, Центральный федеральный округ, 141894, Россия"
56.413323,36.878964,"46Н-03760, Заовражье, городской округ Клин, Московская область, Центральный федеральный округ, 141642, Россия"
55.912148,37.206192,"Соловьиная улица, Большаково, городской округ Химки, Московская область, Центральный федеральный округ, 141544, Россия"
55.910007,37.213580,"Соловьиная улица, Большаково, городской округ Химки, Московская область, Центральный федеральный округ, 141544, Россия"
55.589163,36.127718,"46Н-05553, посёлок дома отдыха ""Красный стан"", Можайский муниципальный округ, Московская область, Центральный федеральный округ, 143212, Россия"
56.118334,36.924694,"Пятницкое шоссе, городской округ Солнечногорск, Московская область, Центральный федеральный округ, 141590, Россия"
55.885227,36.849481,"Новая улица, Котерево, муниципальный округ Истра, Московская область, Центральный федеральный округ, 143521, Россия"
54.787764,37.224092,"29К-027, Салтыково, Тарусский муниципальный округ, Калужская область, Центральный федеральный округ, Россия"
54.938822,37.360636,"2-я Пролетарская улица, Пущино, городской округ Серпухов, Московская область, Центральный федеральный округ, 142204, Россия"
55.910442,38.565119,"КП Сказка, Богородский городской округ, Московская область, Центральный федеральный округ, 142439, Россия"
56.087450,38.314520,"Фряновское шоссе, посёлок Огудневского лесничества, городской округ Щёлково, Московская область, Центральный федеральный округ, Россия"
56.032748,37.954404,"Кросс-кантри трасса Скалба, Пушкино, Пушкинский городской округ, Московская область, Центральный федеральный округ, 141214, Россия"
56.493293,37.728637,"46Н-01044, Дмитровский муниципальный округ, Московская область, Центральный федеральный округ, Россия"
55.979197,37.581712,"Московская улица, Троицкое, городской округ Мытищи, Московская область, Центральный федеральный округ, 141044, Россия"
56.221694,40.916169,"«Волга» — дом отдыха «Симоново», Камешковский муниципальный округ, Владимирская область, Центральный федеральный округ, 601322, Россия"
55.715881,37.062218,"23, Советская улица, Успенское, Одинцовский городской округ, Московская область, Центральный федеральный округ, 143030, Россия"
55.943368,39.984500,"Ленин, Собинка — Крутояк — Березники, Собинский муниципальный округ, Владимирская область, Центральный федеральный округ, 601201, Россия"
56.517766,40.411658,"17Н-663, Менчаково, Селецкое сельское поселение, Суздальский район, Владимирская область, Центральный федеральный округ, Россия"
55.658492,36.803946,"46Н-07151, Дачный КГБ, Одинцовский городской округ, Московская область, Центральный федеральный округ, 143039, Россия"
52.386574,39.041889,"Задонский муниципальный округ, Липецкая область, Центральный федеральный округ, Россия"
51.779302,39.402875,"20Н-11-16, Кордон Боровской, Железнодорожный район, Воронеж, Шуберское сельское поселение, Новоусманский район, Воронежская область, Центральный федеральный округ, Россия"
56.916906,37.054954,"1, Молодёжная улица, Кучино, Кимрский муниципальный округ, Тверская область, Центральный федеральный округ, Россия"
55.636022,36.563528,"202, Бережки, Рузский муниципальный округ, Московская область, Центральный федеральный округ, 143142, Россия"
55.651828,36.585870,"46Н-07167, Никифоровское, Одинцовский городской округ, Московская область, Центральный федеральный округ, 143059, Россия"
55.658655,36.525334,"Заводская улица, Колюбакино, Рузский муниципальный округ, Московская область, Центральный федеральный округ, 143144, Россия"
56.785672,36.331425,"Каблуково — Заборовье — турбаза «Лисицкий Бор», Калининский муниципальный округ, Тверская область, Центральный федеральный округ, 170535, Россия"
55.655031,36.619448,"46Н-07167, Михайловское, Одинцовский городской округ, Московская область, Центральный федеральный округ, 143059, Россия"
55.938006,39.069479,"17Н-480, Петушинский муниципальный округ, Владимирская область, Центральный федеральный округ, Россия"
54.944922,38.772219,"46Н-05247, муниципальный округ Луховицы, Московская область, Центральный федеральный округ, Россия"
55.981474,37.116084,"46Н-11389, Голубое, городской округ Солнечногорск, Московская область, Центральный федеральный округ, 141551, Россия"
55.982485,37.117777,"46Н-11389, Голубое, городской округ Солнечногорск, Московская область, Центральный федеральный округ, 141551, Россия"
55.276607,37.386706,"46Н-08876, район Вороново, Чернецкое, Москва, Центральный федеральный округ, Россия"
56.243427,37.357284,"46Н-01026, Языково, Дмитровский муниципальный округ, Московская область, Центральный федеральный округ, 141897, Россия"
56.031598,37.917977,"46К-8480, Пушкино, Пушкинский городской округ, Московская область, Центральный федеральный округ, 141202, Россия"
56.030480,39.646905,"Усадьба Воронцовых-Дашковых, Ларионово — Пахомово, Андреевское, Петушинский муниципальный округ, Владимирская область, Центральный федеральный округ, Россия"
54.788274,36.433026,"29Н-282, Большие Луга, Прудки, Малоярославецкий муниципальный округ, Калужская область, Центральный федеральный округ, 249083, Россия"
54.895268,35.673730,"45, Интернациональная улица, Мятлево, Износковский муниципальный округ, Калужская область, Центральный федеральный округ, 249875, Россия"
54.020670,37.216557,"70К-387, Яснополянское сельское поселение, Щёкинский район, Тульская область, Центральный федеральный округ, 301211, Россия"
54.017592,37.257874,"70К-387, Яснополянское сельское поселение, Щёкинский район, Тульская область, Центральный федеральный округ, 301211, Россия"
55.953208,36.402536,"46К-1210, Рождествено, Рузский муниципальный округ, Московская область, Центральный федеральный округ, 143125, Россия"
56.391356,41.916320,"улица Шибанова, Барское Татарово, городское поселение Мстёра, Вязниковский район, Владимирская область, Центральный федеральный округ, 601408, Россия"
55.607526,43.792617,"Чернуха, городской округ Арзамас, Нижегородская область, Приволжский федеральный округ, 607204, Россия"
55.439294,38.587753,"Зелёная улица, Ашитково, городской округ Воскресенск, Московская область, Центральный федеральный округ, 140231, Россия"
55.784749,36.099785,"посёлок дома отдыха ""Лужки"", Рузский муниципальный округ, Московская область, Центральный федеральный округ, 143116, Россия"
54.551880,37.137548,"5, территория санатория-курорта Алексин-Бор, городской округ Алексин, Тульская область, Центральный федеральный округ, 301360, Россия"
54.546126,37.066191,"ул. Мира, Колосово, городской округ Алексин, Тульская область, Центральный федеральный округ, 301369, Россия"
